doi,title,source,nnaa_track,pmid,journal,pub_date,abstract,nnaa_compound,ai_article_type,ai_pass,ai_rationale_zh,ai_nnaa_category,ai_synthesis_method,ai_has_pathway_or_synthesis,ai_compound,fetched_at,publication_types,ai_domain_relevant,ai_has_experiment,lit_type_zh
10.1021/acs.orglett.2c02520,A Cyclohexapeptide and Its Rare Glycosides from Marine Sponge-Derived Streptomyces sp. OUCMDZ-4539.,pubmed,fermentation,36073973,Organic letters,2022-Sep-23,"Pyridapeptide A (1), a cyclohexapeptide containing hexahydropyridazine-3-carboxylic acid (HPDA), 5-hydroxytetrahydropyridazine-3-carboxylic acid (γ-OH-TPDA), and (2S,3R,4E,6E)-2-amino-3-hydroxy-8-methylnona-4,6-dienoic acid residues, and its four glycopeptides, pyridapeptides B-E (2-5, respectively), were isolated from the fermentation broth of the marine sponge-derived Streptomyces sp. OUCMDZ-4539. Their structures were determined on the basis of spectroscopic analysis and chemical methods. Pyridapeptides B-E have one or more 2,3,6-trideoxyhexose sugar units glycosylated at the γ-OH-TPDA residue. The biosynthetic pathways were proposed on the basis of gene cluster analysis. Compounds 4 and 5, containing four sugar groups, displayed significant antiproliferative activity against five human cancer cell lines (PC9, MKN45, HepG2, HCT-116, and K562).",,research_article,true,文章从海洋链霉菌发酵液中分离得到含有非天然氨基酸残基（六氢哒嗪-3-羧酸HPDA、5-羟基四氢哒嗪-3-羧酸γ-OH-TPDA及2-氨基-3-羟基-8-甲基壬二烯酸）的环六肽，并基于基因簇分析提出了生物合成通路，属于NNAA生物合成通路研究。,pathway,fermentation,yes,"hexahydropyridazine-3-carboxylic acid, 5-hydroxytetrahydropyridazine-3-carboxylic acid, (2S,3R,4E,6E)-2-amino-3-hydroxy-8-methylnona-4,6-dienoic acid",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1016/j.ymben.2022.08.003,Development of a nonauxotrophic L-homoserine hyperproducer in Escherichia coli by systems metabolic engineering.,pubmed,fermentation,35961600,Metabolic engineering,2022-Sep,"L-Homoserine is a valuable amino acid as a platform chemical in the synthesis of various important compounds. Development of microbial strains for high-level L-homoserine production is an attractive research direction in recent years. Herein, we converted a wild-type Escherichia coli to a non-auxotrophic and plasmid-free hyperproducer of L-homoserine using systematically metabolic engineer strategies. First, an initial strain was obtained through regulating L-homoserine degradation pathway and enhancing synthetic flow. To facilitate L-homoserine production, flux-control genes were tuned by optimizing the copy numbers in chromosome, and transport system was modified to promote L-homoserine efflux. Subsequently, a strategy of cofactors synergistic utilization was proposed and successfully applied to achieve L-homoserine hyperproduction. The final engineered strain could efficiently produce 85.29 g/L L-homoserine, which was the highest production level ever reported from a plasmid-free, antibiotic-free, inducer-free and nonauxotrophic strain. These strategies used here can be considered for developing microbial cell factory of other L-aspartate derivatives.",hSer,research_article,true,文章报告了利用系统代谢工程改造大肠杆菌高产L-高丝氨酸（L-homoserine）的完整发酵工艺，最终滴度达85.29 g/L；L-高丝氨酸为非标准蛋白质氨基酸（NNAA），属于发酵生产NNAA的核心研究。,fermentation,fermentation,yes,L-homoserine,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/mlf2.12006,Fatty acid feedstocks enable a highly efficient glyoxylate-TCA cycle for high-yield production of β-alanine.,pubmed,fermentation,38817673,mLife,2022-Jun,"Metabolic engineering to produce tricarboxylic acid (TCA) cycle-derived chemicals is usually associated with problems of low production yield and impaired cellular metabolism. In this work, we found that fatty acid (FA) feedstocks could enable high-yield production of TCA cycle-derived chemicals, while maintaining an efficient and balanced metabolic flux of the glyoxylate-TCA cycle, which is favorable for both product synthesis and cell growth. Here, we designed a novel synthetic pathway for production of β-alanine, an important TCA cycle-derived product, from FAs with a high theortecial yield of 1.391 g/g. By introducing panD, improving aspA, and knocking out iclR, glyoxylate shunt was highly activated in FAs and the yield of β-alanine reached 0.71 g/g from FAs, much higher than from glucose. Blocking the TCA cycle at icd/sucA/fumAC nodes could increase β-alanine yield in a flask cultivation, but severely reduced cell growth and FA utilization during fed-batch processes. Replenishing oxaloacetate by knocking out aspC and recovering fumAC could restore the growth and lead to a titer of 35.57 g/l. After relieving the oxidative stress caused by FA metabolism, β-alanine production could reach 72.05 g/l with a maximum yield of 1.24 g/g, about 86% of the theoretical yield. Our study thus provides a promising strategy for the production of TCA cycle-derived chemicals.",,research_article,true,文章报告了以脂肪酸为底物通过代谢工程改造大肠杆菌高产β-丙氨酸的完整发酵工艺，包含通路设计、基因改造、产量数据（72.05 g/L，收率1.24 g/g），β-丙氨酸属于非天然β-氨基酸，符合NNAA发酵生产范畴。,fermentation,fermentation,yes,beta-alanine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1111/1751-7915.14067,Efficient cell factories for the production of N-methylated amino acids and for methanol-based amino acid production.,pubmed,fermentation,35488805,Microbial biotechnology,2022-Aug,"The growing world needs commodity amino acids such as L-glutamate and L-lysine for use as food and feed, and specialty amino acids for dedicated applications. To meet the supply a paradigm shift regarding their production is required. On the one hand, the use of sustainable and cheap raw materials is necessary to sustain low production cost and decrease detrimental effects of sugar-based feedstock on soil health and food security caused by competing uses of crops in the feed and food industries. On the other hand, the biotechnological methods to produce functionalized amino acids need to be developed further, and titres enhanced to become competitive with chemical synthesis methods. In the current review, we present successful strain mutagenesis and rational metabolic engineering examples leading to the construction of recombinant bacterial strains for the production of amino acids such as L-glutamate, L-lysine, L-threonine and their derivatives from methanol as sole carbon source. In addition, the fermentative routes for bioproduction of N-methylated amino acids are highlighted, with focus on three strategies: partial transfer of methylamine catabolism, S-adenosyl-L-methionine dependent alkylation and reductive methylamination of 2-oxoacids.",,review,true,本综述系统介绍了利用甲醇为碳源发酵生产氨基酸及其衍生物（包括N-甲基化氨基酸等非天然氨基酸）的代谢工程策略，涵盖菌株改造路线和发酵生产方法，对NNAA发酵生产数据库具有参考价值。,fermentation,fermentation,yes,"N-methylated amino acids, N-methyl-L-alanine",2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1021/acssynbio.1c00467,Enhancement of l-Pipecolic Acid Production by Dynamic Control of Substrates and Multiple Copies of the pipA Gene in the Escherichia coli Genome.,pubmed,fermentation,35073050,ACS synthetic biology,2022-Feb-18,"l-Pipecolic acid is an important rigid cyclic nonprotein amino acid, which is obtained through the conversion of l-lysine catalyzed by l-lysine cyclodeaminase (LCD). To directly produce l-pipecolic acid from glucose by microbial fermentation, in this study, a recombinant Escherichia coli strain with high efficiency of l-pipecolic acid production was constructed. This study involves the dynamic regulation of the substrate concentration and the expression level of the l-lysine cyclodeaminase-coding gene pipA. In terms of substrate concentration, we adopted the l-lysine riboswitch to dynamically regulate the expression of lysP and lysO genes. As a result, the l-pipecolic acid yield was increased about 1.8-fold as compared with the control. In addition, we used chemically inducible chromosomal evolution (CIChE) to realize the presence of multiple copies of the pipA gene on the genome. The resultant E. coli strain XQ-11-4 produced 61 ± 3.4 g/L l-pipecolic acid with a productivity of 1.02 ± 0.06 g/(L·h) and a glucose conversion efficiency (α) of 29.6% in fermentation. This is the first report that discovered multiple copies of pipA gene expression on the genome that improves the efficiency of l-pipecolic acid production in an l-lysine high-producing strain, and these results give us new insight for constructing the other valuable biochemicals derived from l-lysine.",Pip,research_article,true,文章核心是利用大肠杆菌发酵生产非蛋白质氨基酸l-哌可酸（l-pipecolic acid），通过核糖开关动态调控底物浓度及基因组多拷贝pipA基因策略，最终实现61 g/L的发酵产量，属于典型NNAA发酵生产研究。,fermentation,fermentation,yes,l-pipecolic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1002/psc.3407,Efficient synthesis of Aib8 -Arg34 -GLP-1 (7-37) by liquid-phase fragment condensation.,pubmed,fermentation,35064598,Journal of peptide science : an official publication of the European Peptide Society,2022-Sep,"Glucagon-like peptide-1 (GLP-1) is a potential therapeutic agent for treating Type 2 diabetes, owing to its glucose-dependent capability to stimulate insulin secretion. Semaglutide is currently the best GLP-1 analogue; however, the Aib8 -Arg34 -GLP-1 (7-37) of semaglutide contains an unnatural amino acid at the eighth position (Aib: 2-aminoisobutyric acid), which hinders its fermentation process. Aib8 -Arg34 -GLP-1 (7-37) is mainly synthesised by solid-phase synthesis. However, solid-phase synthesis of Aib8 -Arg34 -GLP-1 (7-37) has many shortcomings: (i) The synthesis requires many organic solvents, (ii) the existence of deletion peptides impedes the subsequent purification process, (iii) the yield is low (approximately 16%), and (iv) it is not suitable for large-scale synthesis. However, the synthesis of Aib8 -Arg34 -GLP-1 (7-37) by liquid-phase fragment condensation of expressed and synthetic peptides (Arg34 -GLP-1 (9-37) and Boc-His (Boc)-Aib) has many advantages: (i) The synthesis process only requires a few organic reagents, (ii) the yield is high (approximately 60%), (iii) the purification conditions are simple and Aib8 -Arg34 -GLP-1 (7-37) with a purity of over 98% is obtained through one-step reverse-phase purification, and (iv) the raw materials are inexpensive and large-scale synthesis is possible. In conclusion, here, we developed an efficient method for synthesising Aib8 -Arg34 -GLP-1 (7-37).",Aib,research_article,true,文章报告了含非天然氨基酸Aib（2-氨基异丁酸）的GLP-1类似物Aib8-Arg34-GLP-1(7-37)的液相片段缩合合成方法，明确给出了合成路线、收率（约60%）和纯度（>98%），属于NNAA化学合成制备研究。,chemical,chemical,yes,"Aib, 2-aminoisobutyric acid",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3762/bjoc.17.203,Unsaturated fatty acids and a prenylated tryptophan derivative from a rare actinomycete of the genus Couchioplanes.,pubmed,fermentation,34956414,Beilstein journal of organic chemistry,2021,"A genome mining survey combined with metabolome analysis of publicly available strains identified Couchioplanes sp. RD010705, a strain belonging to an underexplored genus of rare actinomycetes, as a producer of new metabolites. HPLC-DAD-guided fractionation of its fermentation extracts resulted in the isolation of five new methyl-branched unsaturated fatty acids, (2E,4E)-2,4-dimethyl-2,4-octadienoic acid (1), (2E,4E)-2,4,7-trimethyl-2,4-octadienoic acid (2), (R)-(-)-phialomustin B (3), (2E,4E)-7-hydroxy-2,4-dimethyl-2,4-octadienoic acid (4), (2E,4E)-7-hydroxy-2,4,7-trimethyl-2,4-octadienoic acid (5), and one prenylated tryptophan derivative, 6-(3,3-dimethylallyl)-N-acetyl-ʟ-tryptophan (6). The enantiomer ratio of 4 was determined to be approximately S/R = 56:44 by a recursive application of Trost's chiral anisotropy analysis and chiral HPLC analysis of its methyl ester. Compounds 1-5 were weakly inhibitory against Kocuria rhizophila at MIC 100 μg/mL and none were cytotoxic against P388 at the same concentration.",,research_article,true,"文章从稀有放线菌Couchioplanes sp.发酵提取物中分离鉴定了一种异戊烯基化色氨酸衍生物（6-(3,3-dimethylallyl)-N-acetyl-L-tryptophan），属于非天然氨基酸衍生物，通过发酵和基因组挖掘方法获得，报告了其天然产物生物合成来源。",fermentation,fermentation,yes,"6-(3,3-dimethylallyl)-N-acetyl-L-tryptophan",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1021/acs.jafc.1c07086,Directed Evolution and Rational Design of Mechanosensitive Channel MscCG2 for Improved Glutamate Excretion Efficiency.,pubmed,fermentation,34928605,Journal of agricultural and food chemistry,2021-Dec-29,"Mechanosensitive amino acid exporters have drawn increasing attention due to their important roles in extracellular accumulation of the target amino acids. Protein engineering is a powerful approach to tailor the properties of amino acid exporters and illustrate structure-function relationships. Here we report the first protein engineering effort on the mechanosensitive glutamate exporter MscCG2 from Corynebacterium glutamicum for improved excretion efficiency of glutamate and understanding of the structure-function relationship. MscCG2 was engineered through directed evolution and computer-assisted design with a coupled assay in microtiter plate format. Improved MscCG2 variants were identified with up to 2.5-fold increase in the level of glutamate excretion in the early stage of fermentation and 1.5-fold in the late stage of fermentation under experimental conditions. Furthermore, the identified variants exhibited enhanced efflux of 4-fluoroglutamate (4-FG), an analog of glutamate. Structure analysis employing homology modeling and molecular dynamics (MD) simulation reveal that identified amino acid substitutions enlarge the size of the seven portals on the equator of MscCG2 and expand the narrowest rim of its inner channel, respectively. This study demonstrates the great potential of protein engineering in improving the secretion efficiency of exporters for enhanced bioproduction.",,research_article,true,文章核心研究MscCG2谷氨酸输出蛋白的蛋白质工程改造，同时提及其对谷氨酸类似物4-氟谷氨酸（4-FG，一种NNAA）的外排增强，含发酵实验数据；4-FG作为NNAA的外排效率提升具有一定相关性，但文章主体仍是天然氨基酸谷氨酸的分泌，NNAA内容为次要。,fermentation,none,unclear,4-fluoroglutamate,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1186/s40643-021-00444-9,Metabolic engineering of methylotrophic Pichia pastoris for the production of β-alanine.,pubmed,fermentation,38650288,Bioresources and bioprocessing,2021-Sep-22,"β-Alanine (3-aminopropionic acid) is the only naturally occurring β-amino acid and an important precursor for the synthesis of a variety of nitrogen-containing chemicals. Fermentative production of β-alanine from renewable feedstocks such as glucose has attracted significant interest in recent years. Methanol has become an emerging and promising renewable feedstock for biomanufacturing as an alternative to glucose. In this work, we demonstrated the feasibility of β-alanine production from methanol using Pichia pastoris (Komagataella phaffii) as a methylotrophic cell factory. L-Aspartate-α-decarboxylases (ADCs) from different sources were screened and expressed in P. pastoris, followed by the optimization of aspartate decarboxylation by increasing the ADC copy number and C4 precursor supply via the overexpression of aspartate dehydrogenase. The production potential of the best strain was further evaluated in a 1-L fermenter, and a β-alanine titer of 5.6 g/L was obtained. To our best knowledge, this is the highest metabolite production titer ever reached in P. pastoris using methanol as the substrate.",,research_article,true,β-丙氨酸（β-alanine）是天然存在的β-氨基酸，在本数据库中视为非天然氨基酸；文章通过代谢工程在毕赤酵母中实现其从甲醇的发酵生产，报告了菌株构建、通路优化及5.6 g/L产量。,fermentation,fermentation,yes,beta-alanine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1073/pnas.2106818118,Sorting for secreted molecule production using a biosensor-in-microdroplet approach.,pubmed,fermentation,34475218,Proceedings of the National Academy of Sciences of the United States of America,2021-Sep-07,"Sorting large libraries of cells for improved small molecule secretion is throughput limited. Here, we combine producer/secretor cell libraries with whole-cell biosensors using a microfluidic-based screening workflow. This approach enables a mix-and-match capability using off-the-shelf biosensors through either coencapsulation or pico-injection. We demonstrate the cell type and library agnostic nature of this workflow by utilizing single-guide RNA, transposon, and ethyl-methyl sulfonate mutagenesis libraries across three distinct microbes (Escherichia coli, Saccharomyces cerevisiae, and Yarrowia lipolytica), biosensors from two organisms (E. coli and S. cerevisiae), and three products (triacetic acid lactone, naringenin, and L-DOPA) to identify targets improving production/secretion.",,research_article,true,"本文开发了基于微液滴生物传感器的高通量筛选平台，其中L-DOPA（3,4-二羟基苯丙氨酸，一种典型NNAA）作为目标产物之一，通过筛选微生物文库提高其生产/分泌能力，属于NNAA发酵生产研究范畴；摘要未详述L-DOPA合成通路细节，但明确报告了筛选改造策略。",fermentation,fermentation,unclear,L-DOPA,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1021/acs.jafc.1c03240,Metabolic Engineering of Pseudomonas putida for Fermentative Production of l-Theanine.,pubmed,fermentation,34465093,Journal of agricultural and food chemistry,2021-Sep-01,"N-alkylated amino acids are intermediates of natural biological pathways and can be found incorporated in peptides or have physiological roles in their free form. The N-ethylated amino acid l-theanine shows taste-enhancing properties and health benefits. It naturally occurs in green tea as major free amino acid. Isolation of l-theanine from Camilla sinensis shows low efficiency, and chemical synthesis results in a racemic mixture. Therefore, biochemical approaches for the production of l-theanine gain increasing interest. Here, we describe metabolic engineering of Pseudomonas putida KT2440 for the fermentative production of l-theanine from monoethylamine and carbon sources glucose, glycerol, or xylose using heterologous enzymes from Methylorubrum extorquens for l-theanine production and heterologous enzymes from Caulobacter crescentus for growth with xylose. l-Theanine (15.4 mM) accumulated in shake flasks with minimal medium containing monoethylamine and glucose, 15.2 mM with glycerol and 7 mM with xylose. Fed-batch bioreactor cultures yielded l-theanine titers of 10 g L-1 with glucose plus xylose, 17.2 g L-1 with glycerol, 4 g L-1 with xylose, and 21 g L-1 with xylose plus glycerol, respectively. To the best of our knowledge, this is the first l-theanine process using P. putida and the first compatible with the use of various alternative carbon sources.",,research_article,true,文章报告了通过代谢工程改造恶臭假单胞菌KT2440，利用异源酶从单乙胺和葡萄糖/甘油/木糖发酵生产L-茶氨酸（N-乙基-L-谷氨酰胺，一种N-烷基化非天然氨基酸），提供了完整的发酵工艺参数（滴度最高达21 g/L），属于NNAA发酵生产研究。,fermentation,fermentation,yes,L-theanine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1038/s41598-021-94674-8,"Genetic engineering of Pseudomonas chlororaphis Lzh-T5 to enhance production of trans-2,3-dihydro-3-hydroxyanthranilic acid.",pubmed,fermentation,34385485,Scientific reports,2021-Aug-12,"Trans-2,3-dihydro-3-hydroxyanthranilic acid (DHHA) is a cyclic β-amino acid used for the synthesis of non-natural peptides and chiral materials. And it is an intermediate product of phenazine production in Pseudomonas spp. Lzh-T5 is a P. chlororaphis strain isolated from tomato rhizosphere found in China. It can synthesize three antifungal phenazine compounds. Disruption the phzF gene of P. chlororaphis Lzh-T5 results in DHHA accumulation. Several strategies were used to improve production of DHHA: enhancing the shikimate pathway by overexpression, knocking out negative regulatory genes, and adding metal ions to the medium. In this study, three regulatory genes (psrA, pykF, and rpeA) were disrupted in the genome of P. chlororaphis Lzh-T5, yielding 5.52 g/L of DHHA. When six key genes selected from the shikimate, pentose phosphate, and gluconeogenesis pathways were overexpressed, the yield of DHHA increased to 7.89 g/L. Lastly, a different concentration of Fe3+ was added to the medium for DHHA fermentation. This genetically engineered strain increased the DHHA production to 10.45 g/L. According to our result, P. chlororaphis Lzh-T5 could be modified as a microbial factory to produce DHHA. This study laid a good foundation for the future industrial production and application of DHHA.",,research_article,true,"研究通过代谢工程改造铜绿假单胞菌生产trans-2,3-dihydro-3-hydroxyanthranilic acid（DHHA），该化合物为环状β-氨基酸，属于非天然氨基酸，文章明确报告了基因敲除、通路强化及发酵工艺优化，产率达10.45 g/L。",fermentation,fermentation,yes,"trans-2,3-dihydro-3-hydroxyanthranilic acid, DHHA",2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.1007/s13205-021-02937-y,Development of a fermentation strategy to enhance the catalytic efficiency of recombinant Escherichia coli for l-2-aminobutyric acid production.,pubmed,fermentation,34350092,3 Biotech,2021-Aug,"Microbial fermentation for enzyme production and then whole-cell catalysis for l-2-aminobutyric acid (l-ABA) production have huge potential for industrial application, but the catalytic capacities of cells are directly related to the fermentation process. Using a 50 L fermenter, the effects of initial glycerol concentration in the medium and rotating speed on cell catalytic capacity were investigated. Fermentation cells showed the best catalytic activity when the initial glycerol concentration was 12 g/L and the rotating speed was 250 rpm. Furthermore, we studied the difference between glycerol and glycerol mixtures as fed-batch media in pH-stat fed-batch fermentation. Results showed that glycerol had better catalytic activity than the glycerol mixture, and the effect of fed-batch fermentation was better than batch fermentation. Meanwhile, the enzyme activities of leucine dehydrogenase and formate dehydrogenase reached 129.87 U/g DCW and 437.02 U/g DCW, respectively, and the intracellular NAD(H) concentration reached 14.94 μmol/g DCW. Using the optimized fermentation parameters, amplified fermentation was then carried out in a 5000 L fermenter to demonstrate the industrial production of l-ABA by Escherichia coli BL21.",Abu,research_article,true,核心研究对象是L-2-氨基丁酸（L-2-aminobutyric acid，L-ABA），属于典型非天然氨基酸；文章报告了利用重组大肠杆菌发酵生产酶（亮氨酸脱氢酶+甲酸脱氢酶）并进行全细胞催化制备L-ABA的完整工艺，含50L和5000L发酵罐放大参数，属于发酵/全细胞催化制备NNAA的研究。,fermentation,fermentation,yes,L-2-aminobutyric acid,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1111/1751-7915.13838,Bioproduction of L-piperazic acid in gram scale using Aureobasidium melanogenum.,pubmed,fermentation,34081404,Microbial biotechnology,2021-Jul,"Currently, piperazic acid is chemically synthesized using ecologically unfriendly processes. Microbial synthesis from glucose is an attractive alternative to chemical synthesis. In this study, we report the production of L-piperazic acid via microbial fermentation with the first engineered fungal strain of Aureobasidium melanogenum; this strain was constructed by chassis development, genetic element reconstitution and optimization, synthetic rewiring and constitutive genetic circuit reconstitution, to build a robust L-piperazic acid synthetic cascade. These genetic modifications enable A. melanogenum to directly convert glucose to L-piperazic acid without relying on the use of either chemically synthesized precursors or harsh conditions. This bio-based process overcomes the shortcomings of the conventional synthesis routes. The ultimately engineered strain is a very high-efficient cell factory that can excrete 1.12 ± 0.05 g l-1 of L-piperazic acid after a 120-h 10.0-l fed-batch fermentation; this is the highest titre of L-piperazic acid reported using a microbial cell factory.",,research_article,true,本文报道利用工程化Aureobasidium melanogenum菌株通过微生物发酵从葡萄糖直接生产L-哌嗪酸（L-piperazic acid），构建了完整的合成级联通路，实现了10 L补料分批发酵1.12 g/L的最高滴度，是典型的NNAA发酵生产研究。,fermentation,fermentation,yes,L-piperazic acid,2026-07-23 18:45:34,"Journal Article; Research Support, Non-U.S. Gov't",true,yes,研究论文
10.3390/microorganisms9061110,Glucose-Limited Fed-Batch Cultivation Strategy to Mimic Large-Scale Effects in Escherichia coli Linked to Accumulation of Non-Canonical Branched-Chain Amino Acids by Combination of Pyruvate Pulses and Dissolved Oxygen Limitation.,pubmed,fermentation,34063744,Microorganisms,2021-May-21,"Insufficient mixing in large-scale bioreactors provokes gradient zones of substrate, dissolved oxygen (DO), pH, and other parameters. E. coli responds to a high glucose, low oxygen feeding zone with the accumulation of mixed acid fermentation products, especially formate, but also with the synthesis of non-canonical amino acids, such as norvaline, norleucine and β-methylnorleucine. These amino acids can be mis-incorporated into recombinant products, which causes a problem for pharmaceutical production whose solution is not trivial. While these effects can also be observed in scale down bioreactor systems, these are challenging to operate. Especially the high-throughput screening of clone libraries is not easy, as fed-batch cultivations would need to be controlled via repeated glucose pulses with simultaneous oxygen limitation, as has been demonstrated in well controlled robotic systems. Here we show that not only glucose pulses in combination with oxygen limitation can provoke the synthesis of these non-canonical branched-chain amino acids (ncBCAA), but also that pyruvate pulses produce the same effect. Therefore, we combined the enzyme-based glucose delivery method Enbase® in a PALL24 mini-bioreactor system and combined repeated pyruvate pulses with simultaneous reduction of the aeration rate. These cultivation conditions produced an increase in the non-canonical branched chain amino acids norvaline and norleucine in both the intracellular soluble protein and inclusion body fractions with mini-proinsulin as an example product, and this effect was verified in a 15 L stirred tank bioreactor (STR). To our opinion this cultivation strategy is easy to apply for the screening of strain libraries under standard laboratory conditions if no complex robotic and well controlled parallel cultivation devices are available.","Nle, Nva",research_article,true,文章明确研究大肠杆菌在葡萄糖/丙酮酸脉冲结合溶氧限制条件下积累非典型支链氨基酸（norvaline、norleucine、β-methylnorleucine）的发酵工艺，报告了具体培养条件、胞内积累量及验证实验，属于NNAA发酵生产研究。,fermentation,fermentation,yes,"norvaline, norleucine, beta-methylnorleucine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.3389/fbioe.2021.635509,Production of Biopolyamide Precursors 5-Amino Valeric Acid and Putrescine From Rice Straw Hydrolysate by Engineered Corynebacterium glutamicum.,pubmed,fermentation,33869152,Frontiers in bioengineering and biotechnology,2021,"The non-proteinogenic amino acid 5-amino valeric acid (5-AVA) and the diamine putrescine are potential building blocks in the bio-polyamide industry. The production of 5-AVA and putrescine using engineered Corynebacterium glutamicum by the co-consumption of biomass-derived sugars is an attractive strategy and an alternative to their petrochemical synthesis. In our previous work, 5-AVA production from pure xylose by C. glutamicum was shown by heterologously expressing xylA from Xanthomonas campestris and xylB from C. glutamicum. Apart from this AVA Xyl culture, the heterologous expression of xylA Xc and xylB Cg was also carried out in a putrescine producing C. glutamicum to engineer a PUT Xyl strain. Even though, the pure glucose (40 g L-1) gave the maximum product yield by both the strains, the utilization of varying combinations of pure xylose and glucose by AVA Xyl and PUT Xyl in CGXII synthetic medium was initially validated. A blend of 25 g L-1 of glucose and 15 g L-1 of xylose in CGXII medium yielded 109 ± 2 mg L-1 putrescine and 874 ± 1 mg L-1 5-AVA after 72 h of fermentation. Subsequently, to demonstrate the utilization of biomass-derived sugars, the alkali (NaOH) pretreated-enzyme hydrolyzed rice straw containing a mixture of glucose (23.7 g L-1) and xylose (13.6 g L-1) was fermented by PUT Xyl and AVA Xyl to yield 91 ± 3 mg L-1 putrescine and 260 ± 2 mg L-1 5-AVA, respectively, after 72 h of fermentation. To the best of our knowledge, this is the first proof of concept report on the production of 5-AVA and putrescine using rice straw hydrolysate (RSH) as the raw material.",,research_article,true,本文报告利用工程化谷氨酸棒杆菌发酵稻草水解物生产非蛋白质氨基酸5-氨基戊酸（5-AVA）和腐胺，含完整代谢工程通路设计和发酵产量数据。,fermentation,fermentation,yes,"5-amino valeric acid, putrescine",2026-07-23 18:45:34,Journal Article,true,yes,研究论文
10.1007/s11274-021-03042-1,Advances in biotechnological production of β-alanine.,pubmed,fermentation,33825146,World journal of microbiology & biotechnology,2021-Apr-05,"β-Alanine (3-aminopropionic acid) is the only naturally occurring β-type amino acid. Although it is not incorporated into proteins, it has important physiological functions in the metabolism of animals, plants and microorganisms. Furthermore, it has attracted great interest due to its wide usage as a precursor of many significant industrial chemicals for medicine, feed, food, environmental applications and other fields. With the depletion of fossil fuels and concerns regarding environmental issues, biological production of β-alanine has attracted more attention relative to chemical methods. In this review, we first summarize the pathways through which natural microorganisms synthesize β-alanine. Then, the current research progress in the biological synthesis of β-alanine is also elaborated. Finally, we discuss the main problems and challenges in optimizing the biological pathways, offering perspectives on promising new biological approaches.",,review,true,文章系统综述了β-丙氨酸的生物合成通路及微生物发酵生产进展，β-丙氨酸是唯一天然存在的β型氨基酸（非标准蛋白质氨基酸），涵盖代谢通路设计和生物合成方法，符合NNAA发酵生产综述的收录标准。,pathway,fermentation,yes,beta-alanine,2026-07-23 18:45:34,Journal Article; Review,true,no,综述
10.1016/j.biortech.2021.124814,"High-level production of l-homoserine using a non-induced, non-auxotrophic Escherichia coli chassis through metabolic engineering.",pubmed,fermentation,33592493,Bioresource technology,2021-May,"l-Homoserine is a valuable non-proteinogenic amino acid used in the synthesis of various important compounds. Microbial fermentation has potential value for producing l-homoserine on a large scale, but suffers from a low yield and the need for expensive additives. In this study, a non-induced, non-auxotrophic, plasmid-free Escherichia coli chassis for the high-efficiency production of l-homoserine was constructed. Initially, the l-homoserine degradation pathway was dynamically attenuated. Subsequently, systems metabolic engineering strategies were employed, including reinforcing the synthetic flux, improving NADPH generation, and elevating l-homoserine efflux. The constructed strain HOM-14, produced 60.1 g/L l-homoserine without additional supplements or inducers, which achieved the highest fermentative production efficiency of l-homoserine till date. Moreover, common byproducts, such as acetate, did not accumulate. The strategies presented here can be applied in the further engineering of chassis for the scale-up production of l-homoserine and derivatives.",hSer,research_article,true,文章报告了通过代谢工程改造大肠杆菌高效发酵生产L-高丝氨酸（L-homoserine），该化合物为非蛋白质氨基酸（非天然氨基酸），文章包含完整的代谢通路设计、菌株改造策略及发酵产量数据（60.1 g/L）。,fermentation,fermentation,yes,L-homoserine,2026-07-23 18:45:34,Journal Article,true,yes,研究论文
